Identifier ,Term,Also known as,See Also,Definition ,Notes/Additional Info,External Identifier,External Version Number ,License ,Source,Link 
fairsem:383,Processed Data,,,"Processed data is raw/primary data after it has been transformed - that is, extracted, organized, and perhaps analyzed and presented - for further use.",http://searchcrm.techtarget.com/definition/cooked-data,,Draft Version 0.9 10 October 2015,CC BY-SA 3.0,Science Europe Data Glossary,http://sedataglossary.shoutwiki.com/wiki/Main_Page
fairsem:384,Public Data,,,"Public data is information that can be freely used, reused and redistributed by anyone with no existing local, national or international legal restrictions on access or usage.",,,Draft Version 0.9 10 October 2015,CC BY-SA 3.0,Science Europe Data Glossary,http://sedataglossary.shoutwiki.com/wiki/Main_Page
fairsem:385,Published Data,,Types Of Data; Data Publication,Published data are data sets that are integrated into or connected to an online article so that readers can interact with the data as they read through the article.,http://esciencelibrary.umassmed.edu/thesaurus/data-publication; http://cflegacy.research.umn.edu/datamgtq2/data_p.html,,Draft Version 0.9 10 October 2015,CC BY-SA 3.0,Science Europe Data Glossary,http://sedataglossary.shoutwiki.com/wiki/Main_Page
fairsem:386,Replication,,,"Replication in the narrow sense means creating and maintaining one or more copies of a piece of data. Replication, when applied to scientific results, means the effort of carrying out a scientific experiment that has been done before and obtain the same results in a different setting.",,,Draft Version 0.9 10 October 2015,CC BY-SA 3.0,Science Europe Data Glossary,http://sedataglossary.shoutwiki.com/wiki/Main_Page
fairsem:387,Research Data,,,"Research data is any (digital or analogous) object or evidence that is needed to underpin research. Research data refers to information, in particular facts or numbers, collected to be examined and considered as a basis for reasoning, discussion, or calculation. Examples of research data include statistics, results of experiments, measurements, observations resulting from fieldwork, survey results, interview recordings, artefacts and images.",http://ec.europa.eu/research/participants/data/ref/h2020/grants_manual/hi/oa_pilot/h2020-hi-oa-pilot-guide_en.pdf,,Draft Version 0.9 10 October 2015,CC BY-SA 3.0,Science Europe Data Glossary,http://sedataglossary.shoutwiki.com/wiki/Main_Page
fairsem:388,Research Data Lifecycle,,,The research data lifecycle represents all of the stages of data throughout its life from its creation for a study to its distribution and reuse.,,,Draft Version 0.9 10 October 2015,CC BY-SA 3.0,Science Europe Data Glossary,http://sedataglossary.shoutwiki.com/wiki/Main_Page
fairsem:389,Research Data Management,RDM,Data Stewardship; Data Management Plan; Data Management Policy,"(research) data management refers to the development, execution and supervision of (research) plans, policies, programs and practices that control, protect, deliver and enhance the value of (research) data and information assets.",http://en.wikipedia.org/wiki/Data_management,,Draft Version 0.9 10 October 2015,CC BY-SA 3.0,Science Europe Data Glossary,http://sedataglossary.shoutwiki.com/wiki/Main_Page
fairsem:39,RDF,,,"Resource Description Framework, a standard model for data interchange on the Web",https://www.w3.org/RDF/ ,,,,GO FAIR ,https://www.go-fair.org/resources/glossary/
fairsem:390,Research Information,,,"Research information is information about research conducted at an institution, often stored in a current research information system (CRIS). Research information is usually about research projects, outputs, organisations and their staff. It is often aggregated at higher hierarchical levels, such as at the national level of the research system, or at a European/international level.",http://en.wikipedia.org/wiki/Current_research_information_system,,Draft Version 0.9 10 October 2015,CC BY-SA 3.0,Science Europe Data Glossary,http://sedataglossary.shoutwiki.com/wiki/Main_Page
fairsem:391,Research Infrastructure,,Data Infrastructure; E-Infrastructure,"Research infrastructure refers to facilities, resources and related services used by the scholarly community to conduct top-level research in their respective fields, ranging from social sciences to astronomy, and from genomics to nanotechnologies. Research infrastructures may be single-sited (a single resource at a single location), distributed (a network of distributed resources), or virtual (the service is provided electronically). Examples include singular large-scale research installations, collections, special habitats, libraries, databases, biological archives, clean rooms, integrated arrays of small research installations, high-capacity/high speed communication networks, highly distributed capacity and capability computing facilities, data infrastructure, research vessels, satellite and aircraft observation facilities, coastal observatories, telescopes, synchrotrons and accelerators, networks of computing facilities, as well as infrastructural centres of competence which provide a service for the wider research community based on an assembly of techniques and know-how.",http://ec.europa.eu/research/infrastructures/index_en.cfm?pg=what,,Draft Version 0.9 10 October 2015,CC BY-SA 3.0,Science Europe Data Glossary,http://sedataglossary.shoutwiki.com/wiki/Main_Page
fairsem:392,Result Data,,,"Result data is data generated through research. This may be data generated by combining or analysing existing source data, but it may also be completely new data generated through data collection. Typical examples are data from experiments, simulations, field work or interviews.",,,Draft Version 0.9 10 October 2015,CC BY-SA 3.0,Science Europe Data Glossary,http://sedataglossary.shoutwiki.com/wiki/Main_Page
fairsem:393,Science 2.0,,,Science 2. 0 describes the on-going evolution in the modus operandi of doing research and organising science that uses information-sharing and collaboration made possible by network technologies.,,,Draft Version 0.9 10 October 2015,CC BY-SA 3.0,Science Europe Data Glossary,http://sedataglossary.shoutwiki.com/wiki/Main_Page
fairsem:394,Secondary Data,,Primary Data,"Secondary data is data collected by someone else than the user. Common sources of secondary data for social science research include censuses, organizational records and data collected through qualitative methodologies or qualitative research.",http://en.wikipedia.org/wiki/Secondary_data,,Draft Version 0.9 10 October 2015,CC BY-SA 3.0,Science Europe Data Glossary,http://sedataglossary.shoutwiki.com/wiki/Main_Page
fairsem:395,Semi-Structured Data,,Structured Data,"Semi-structured data is a form of structured data that does not conform with the formal structure of data models associated with relational databases or other forms of data tables, but nonetheless contains tags or other markers to separate semantic elements and enforce hierarchies of records and fields within the data. It is also known as self-describing structure.",https://en.wikipedia.org/wiki/Semi-structured_data,,Draft Version 0.9 10 October 2015,CC BY-SA 3.0,Science Europe Data Glossary,http://sedataglossary.shoutwiki.com/wiki/Main_Page
fairsem:396,Software Sustainability,,,"Software sustainability is the maintenance and preservation of software, aiming to keep it usable for the future. Research data depends on software to be read and used. Because of technological changes (for instance in operating systems) storing and preserving software is in itself no guarantee for it’s continued usability. Maintenance of software implies that it continues to be updated, improved and supported in the future.","C. Venters et al., ""Software Sustainability, The Modern Tower of Babel: Position Paper"". RE4SuSy 2014 :Third International Workshop on Requirements Engineering for Sustainable Systems, Karlskrona, Sweden, August 26, 2014, 6 pp. http://ceur-ws.org/Vol-1216/paper2.pdf ",,Draft Version 0.9 10 October 2015,CC BY-SA 3.0,Science Europe Data Glossary,http://sedataglossary.shoutwiki.com/wiki/Main_Page
fairsem:397,Source Data,,Primary Data; Research Data,"Source data is data that already exist irrespective of the research that is carried out. Source data may be information obtained for other purposes (for example public administration records or clinical data) or physical or digitalized collections of objects and texts (for example digital libraries, text corpora or other scientific collections). Information on the internet may also be considered source data in this context. In accordance with this definition, the results of previously conducted research may also be seen as source data.",http://en.wikipedia.org/wiki/Source_data,,Draft Version 0.9 10 October 2015,CC BY-SA 3.0,Science Europe Data Glossary,http://sedataglossary.shoutwiki.com/wiki/Main_Page
fairsem:398,Structured Data,,Unstructured Data.,Structured data resides in fixed fields within a record or file according to some pre-defined data model. This includes data contained in databases and spreadsheets.,http://www.webopedia.com/TERM/S/structured_data.html,,Draft Version 0.9 10 October 2015,CC BY-SA 3.0,Science Europe Data Glossary,http://sedataglossary.shoutwiki.com/wiki/Main_Page
fairsem:399,Tag,,,"In information systems, a tag is a non-hierarchical keyword or term assigned to a piece of information.",,,Draft Version 0.9 10 October 2015,CC BY-SA 3.0,Science Europe Data Glossary,http://sedataglossary.shoutwiki.com/wiki/Main_Page
fairsem:40,IN,,,GO FAIR Implementation Network,https://www.go-fair.org/implementation-networks/ ,,,,GO FAIR ,https://www.go-fair.org/resources/glossary/
fairsem:400,Text Mining,TDM,Content Mining,"Text mining (roughly equivalent to text analytics) refers to the process of deriving high-quality information from text. High-quality information is typically derived through the devising of patterns and trends through means such as statistical pattern learning. Text mining usually involves the process of structuring the input text (usually parsing, along with the addition of some derived linguistic features and the removal of others, and subsequent insertion into a database), deriving patterns within the structured data, and finally evaluation and interpretation of the output. 'High quality' in text mining usually refers to some combination of relevance, novelty, and interestingness. Typical text mining tasks include text categorization, text clustering, concept/entity extraction, production of granular taxonomies, sentiment analysis, document summarization, and entity relation modeling (i. E. , learning relations between named entities).",https://en.wikipedia.org/wiki/Text_mining,,Draft Version 0.9 10 October 2015,CC BY-SA 3.0,Science Europe Data Glossary,http://sedataglossary.shoutwiki.com/wiki/Main_Page
fairsem:401,Trusted Digital Repository,TDR,,"A trusted digital repository (TDR) is a repository whose mission is to provide reliable, long-term access to managed digital resources to its designated community, now and in the future. According to the original definition in 2002, a TDR must include the following seven attributes compliance with the reference model for an Open Archival Information System (OAIS), administrative responsibility, organizational viability, financial sustainability, technological and procedural suitability, system security, procedural accountability.",,,Draft Version 0.9 10 October 2015,CC BY-SA 3.0,Science Europe Data Glossary,http://sedataglossary.shoutwiki.com/wiki/Main_Page
fairsem:402,Types Of Research Data,,Data Type,"Types of research data are based on their format, thus data may be numerical, descriptive, visual or tactile. From the point of view of additional input it may be raw, [[data cleaning|cleaned] or [processed data|processed], and may be held in any format or media. Concerning the phase in the research life cycle, data can be used at the beginning of research as source data or at the end as a result of a research.",,,Draft Version 0.9 10 October 2015,CC BY-SA 3.0,Science Europe Data Glossary,http://sedataglossary.shoutwiki.com/wiki/Main_Page
fairsem:403,Unstructured Data,,Structured Data,"Unstructured data usually refers to information that does not reside in a traditional row-column database or spreadsheet. It is the opposite of structured data — the data stored in fields in a database. Unstructured data files include text and multimedia content, such as the content of e-mail messages, word processing documents, videos, photos, audio files, presentations, webpages and many other kinds of business documents. Note that while these sorts of files may have an internal structure, they are still considered ""unstructured"" because the data they contain does not fit neatly in a database of rows and columns.",http://www.webopedia.com/TERM/U/unstructured_data.html,,Draft Version 0.9 10 October 2015,CC BY-SA 3.0,Science Europe Data Glossary,http://sedataglossary.shoutwiki.com/wiki/Main_Page
fairsem:404,Data Archiving (2),,,Research data archiving is the long-term storage of scientific data and methods.,,,Draft Version 0.9 10 October 2015,CC BY-SA 3.0,Science Europe Data Glossary,http://sedataglossary.shoutwiki.com/wiki/Main_Page
fairsem:405,Data Citation (2),,,A data citation is a formal citation included in the reference list of published articles to data resources that led to a given research result.,,,Draft Version 0.9 10 October 2015,CC BY-SA 3.0,Science Europe Data Glossary,http://sedataglossary.shoutwiki.com/wiki/Main_Page
fairsem:406,Data Repository (2),,,"A data repository may also be defined as an appropriate, subject-specific location where researchers can submit their data sets.",,,Draft Version 0.9 10 October 2015,CC BY-SA 3.0,Science Europe Data Glossary,http://sedataglossary.shoutwiki.com/wiki/Main_Page
fairsem:407,Data Sharing (2),,,"Data sharing is the practice of making data, including metadata and additional data documentation (e.g. On methods, techniques and procedures) that allow data to be correctly interpreted, available to others for scholarly research.",,,Draft Version 0.9 10 October 2015,CC BY-SA 3.0,Science Europe Data Glossary,http://sedataglossary.shoutwiki.com/wiki/Main_Page
fairsem:408,Data Stewardship (2),,,"Data stewardship is also used as a near-synonym of research data management, with the main distinction that data stewardship includes long-term archiving or preservation, whereas data management in this view is restricted to the active phases of the research data lifecycle.",,,Draft Version 0.9 10 October 2015,CC BY-SA 3.0,Science Europe Data Glossary,http://sedataglossary.shoutwiki.com/wiki/Main_Page
fairsem:409,Digital Preservation (2),,,"According to Harrod's Librarian Glossary, digital preservation is the method of keeping digital material alive so that they remain usable as technological advances render original hardware and software specification obsolete.",,,Draft Version 0.9 10 October 2015,CC BY-SA 3.0,Science Europe Data Glossary,http://sedataglossary.shoutwiki.com/wiki/Main_Page
fairsem:41,Vocabulary,,,"a computer-readable file that captures terms, their URIs, and descriptions",https://www.go-fair.org/technology/fairification-process/ ,,,,GO FAIR ,https://www.go-fair.org/resources/glossary/
fairsem:410,E-Science (2),,,"E-science is the application of computer technology to the undertaking of modern scientific investigation, including the preparation, experimentation, data collection, results dissemination, and long-term storage and accessibility of all materials generated through the scientific process.",,,Draft Version 0.9 10 October 2015,CC BY-SA 3.0,Science Europe Data Glossary,http://sedataglossary.shoutwiki.com/wiki/Main_Page
fairsem:411,E-Science (3),,,"E-science promotes innovation in collaborative, computationally- or data-intensive research across all disciplines, throughout the research lifecycle"".",,,Draft Version 0.9 10 October 2015,CC BY-SA 3.0,Science Europe Data Glossary,http://sedataglossary.shoutwiki.com/wiki/Main_Page
fairsem:412,Primary Data (2),,,Primary data are factual records used as primary sources for research.,,,Draft Version 0.9 10 October 2015,CC BY-SA 3.0,Science Europe Data Glossary,http://sedataglossary.shoutwiki.com/wiki/Main_Page
fairsem:413,Published Data (2),,,Published research data is information distributed or made available to people beyond those involved in data acquisition and administration.,,,Draft Version 0.9 10 October 2015,CC BY-SA 3.0,Science Europe Data Glossary,http://sedataglossary.shoutwiki.com/wiki/Main_Page
fairsem:414,Source Data (2),,,Source data is raw data that has not been processed for meaningful use to become Information.,,,Draft Version 0.9 10 October 2015,CC BY-SA 3.0,Science Europe Data Glossary,http://sedataglossary.shoutwiki.com/wiki/Main_Page
fairsem:415,Data Management Policy (2),,,"A (research) data management policy has the purpose to ensure that data produced or otherwise used through an institution’s research activities is registered, stored, made accessible for use and reuse as appropriate, managed over time and/or disposed of, according to legal, ethical, funder requirements and good practice.",,,Draft Version 0.9 10 October 2015,CC BY-SA 3.0,Science Europe Data Glossary,http://sedataglossary.shoutwiki.com/wiki/Main_Page
fairsem:416,Data Management Policy (3),,,"A (research) data management policy has the purpose to ensure that research data is stored, retained, made accessible for use and reuse, and/or disposed of, according to legal, statutory, ethical and funding bodies’ requirements.",,,Draft Version 0.9 10 October 2015,CC BY-SA 3.0,Science Europe Data Glossary,http://sedataglossary.shoutwiki.com/wiki/Main_Page
fairsem:42,Ontology,,,"can be roughly described as a vocabulary with hierarchies, meaningful relations among concepts, and their constraints",https://www.go-fair.org/technology/fairification-process/ ,,,,GO FAIR ,https://www.go-fair.org/resources/glossary/
fairsem:43,Metadata,,,"information about the data, such as the protocol used to create the data or the type of molecules that are the focus of the study",https://www.go-fair.org/fair-principles/f2-data-described-rich-metadata/ ,,,,GO FAIR ,https://www.go-fair.org/resources/glossary/
fairsem:44,Data Service Supplier,,,"an EOSC Supplier focusing on the provision of one or more Data Services, i.e. building blocks enacting the implementation and provisioning of an EOSC Service.",The services these suppliers are expected to contribute represent a specific typology of service whose value resides more on the data it gives access to than on the functionality it offers. One of the primary service built by relying on Data Services is the EOSC Data Registry service typology.,,V1.0,CC-BY 4.0,EOSCpilot ,https://eoscpilot.eu/eosc-glossary
fairsem:45,EOSC,European Open Science Cloud,,"the European Open Science Cloud promoted by the European Commission to provide all researchers, innovators, companies and citizens with seamless access to an open-by-default, efficient and cross-disciplinary environment for storing, accessing, reusing data, tools, publications and any EOSC Resource for research, innovation and educational purposes. EOSC is implemented by the EOSC System and governed by the EOSC Governance.",,,V1.0,CC-BY 4.0,EOSCpilot ,https://eoscpilot.eu/eosc-glossary
fairsem:46,EOSC Architecture,,,the architecture of the EOSC System. The service-oriented architecture consists of the EOSC Services forming the EOSC System. The deployment architecture consists of the EOSC Nodes contributing to the EOSC System.,"Every “system” has its own architecture. According to ISO/IEC/IEEE 42010 the architecture of a system is ""fundamental concepts or properties of a system in its environment embodied in its elements, relationships, and in the principles of its design and evolution"".",,V1.0,CC-BY 4.0,EOSCpilot ,https://eoscpilot.eu/eosc-glossary
fairsem:47,EOSC Board,,,the EOSC Governance component gathering Member States and the Commission to ensure effective supervision of the EOSC implementation.,,,V1.0,CC-BY 4.0,EOSCpilot ,https://eoscpilot.eu/eosc-glossary
fairsem:48,EOSC Data Registry,,,an EOSC Service providing EOSC System Users with a list of live / ready-to-use descriptions of datasets (a specific type of EOSC Resource) offered by the EOSC System.,"Datasets do not occur per-se / on their own, rather they are made available by EOSC Service(s). Many EOSC Data Registry instances may exist, each tailored to serve the needs of a designated community. Moreover, an overarching EOSC Data Registry is likely to be built / populated by relying on EOSC Service Component(s) including thematic catalogues, registries and repositories. Every entry of an EOSC Data Registry must give relevant information (aka metadata) on the listed datasets thus to enact its informed discovery and use, e.g. a description of dataset intent and scope, a description on how to access it, a description of the license governing its usage.",,V1.0,CC-BY 4.0,EOSCpilot ,https://eoscpilot.eu/eosc-glossary
fairsem:49,EOSC End-user,,,"an EOSC System User consuming EOSC Resource(s) by means of EOSC Service(s) (e.g. the EOSC Portal) to accomplish a task. She can be a Researcher, a Research Administrator, or a Third-party Service Provider.",,,V1.0,CC-BY 4.0,EOSCpilot ,https://eoscpilot.eu/eosc-glossary
fairsem:50,EOSC Executive Board,,,the EOSC Governance component called to provide the EOSC Board with advices and proposals on EOSC implementation.,,,V1.0,CC-BY 4.0,EOSCpilot ,https://eoscpilot.eu/eosc-glossary
fairsem:51,EOSC Governance,,,"the set of committees and bodies governing the functioning of EOSC and its EOSC System. It includes the EOSC Executive Board, the EOSC Board, and the EOSC Stakeholders Forum. It liaises with the EOSC System Steering Committee, the EOSC Service Portfolio Management Committee, the EOSC System Executive Committee regarding the development of the EOSC System.",,,V1.0,CC-BY 4.0,EOSCpilot ,https://eoscpilot.eu/eosc-glossary
fairsem:52,EOSC Node,,,the component of the EOSC System that is called to contribute to the provisioning of one or more EOSC Services. An EOSC Node: (a) is the place where EOSC Services and/or EOSC Service Components reside; (b) is operated by an EOSC Service Provider and/or an EOSC Supplier.,,,V1.0,CC-BY 4.0,EOSCpilot ,https://eoscpilot.eu/eosc-glossary
fairsem:53,EOSC Policy,,,"a documented set of principles, rules and requirements adopted by the EOSC Governance to support and/or drive the activities and mission of the EOSC. Policies may concern any aspect of the EOSC, such as ethics, openness, security, cost-effectiveness or others.",,,V1.0,CC-BY 4.0,EOSCpilot ,https://eoscpilot.eu/eosc-glossary
fairsem:54,EOSC Portal,,,the EOSC Service implementing a web portal facilitating the access to and use of the EOSC Resources.,Among the EOSC Resources made available by the EOSC Portal there are some key EOSC Services including the EOSC Resource Registry to enact the discovery of any EOSC Resource.,,V1.0,CC-BY 4.0,EOSCpilot ,https://eoscpilot.eu/eosc-glossary
fairsem:55,EOSC Resource,,,"any asset made available (by means of the EOSC system and according to the EOSC Rules of Participation) to EOSC System Users to perform a process useful to deliver value in the context of the EOSC. EOSC Resources include services, datasets, software, support, training, consultancy or any other asset.",,,V1.0,CC-BY 4.0,EOSCpilot ,https://eoscpilot.eu/eosc-glossary
fairsem:56,EOSC Resource Registry,,,an EOSC Service providing EOSC System Users with a list of live / ready-to-use descriptions of EOSC Resource offered by the EOSC System.,"Many EOSC Resource Registry instances may exist, each tailored to serve the needs of a designated community. At least one overall EOSC Resource Registry is likely to be operated to list the entire EOSC offering. Moreover, every EOSC Resource Registry is likely to be built / populated by relying on EOSC Service Component(s) including thematic catalogues, registries and repositories. Every entry of an EOSC Resource Registry must give relevant information (aka metadata) on the listed resources thus to enact its informed discovery and use, e.g. a description of resource intent and scope, a description on how to access it, a description of the license governing its usage. At least two specific typologies of EOSC Resource Registry are envisaged: the EOSC Dataset Registry and the EOSC Service Registry.",,V1.0,CC-BY 4.0,EOSCpilot ,https://eoscpilot.eu/eosc-glossary
fairsem:57,EOSC Rules of Participation,,,the principles defined by the EOSC Governance to drive the processes enacting an actor to play the role of EOSC System User (and any specialization of it).,"Multiple typologies of roles (see EOSC System Users) are envisaged in EOSC. It is likely that multiple typologies of Rules of Participation will be developed to capture the specific participation requirements posed for actors expected to play a certain role. For instance, the requirements actors willing to be EOSC Service Provider have to face and satisfy are diverse from the requirements actors willing to be EOSC End-users have to face and satisfy.",,V1.0,CC-BY 4.0,EOSCpilot ,https://eoscpilot.eu/eosc-glossary
fairsem:58,EOSC Service,,,an EOSC Resource implemented by the EOSC System to provide EOSC System Users with ready-to-use facilities. EOSC Services are supplied by an EOSC Service Provider in accordance with the EOSC Rules of Participation for EOSC Service Providers. EOSC Services are approved by the EOSC Service Portfolio Management Committee and populate the EOSC Service Portfolio and the EOSC Service Catalogue.,"According to FitSM a Service is ""Way to provide value to customers through bringing about results that they want to achieve"". Moreover, the text of the definition aims at stressing the fact that there is a service-orientation in EOSC. EOSC Services are usually IT services. EOSC Services provide value when taken on their own – unlike the specific EOSC Service Components of which they are composed of.",,V1.0,CC-BY 4.0,EOSCpilot ,https://eoscpilot.eu/eosc-glossary
fairsem:59,EOSC Service Catalogue,,,the list of all live EOSC Services that can be requested by EOSC System Users. It is a subset of the EOSC Service Portfolio and it populates the EOSC Service Registry.,It is a duty of the EOSC Service Provider to provide access to relevant service information to its EOSC System Users and other interested parties.,,V1.0,CC-BY 4.0,EOSCpilot ,https://eoscpilot.eu/eosc-glossary
fairsem:60,EOSC Service Component,,,"a logical part of an EOSC Service, i.e. it is a building block enacting the implementation and provisioning of an EOSC Service. An EOSC Service Component can be an EOSC Service on its own.","According to FitSM, a Service Component is a ""logical part of a service that provides a function enabling or enhancing a service."". Such a definition is accompanied by some notes: (a) ""A service is usually composed of several service components."", (b) ""A service component is usually built from one or more configuration items (CIs)."", and (c) ""Although a service component underlies one or more services, it usually does not create value for a customer alone and is therefore not a service by itself"".",,V1.0,CC-BY 4.0,EOSCpilot ,https://eoscpilot.eu/eosc-glossary
fairsem:61,EOSC Service Component Supplier,,,an EOSC Supplier focusing on the provision of one or more EOSC Service Component(s).,"According to FitSM, a Supplier is an ""External organisation that provides a (supporting) service or service component(s) to the service provider, which they need to provide services to their customers / users"". This term should not be confused with the EOSC Service Provider for several reasons including the “what” (namely an EOSC Service Component rather than an EOSC Service) and the “how” (i.e. service provisioning is regulated by an Underpinning Agreement).",,V1.0,CC-BY 4.0,EOSCpilot ,https://eoscpilot.eu/eosc-glossary
fairsem:62,EOSC Service Developer,,,an EOSC Supplier called to implement the software component needed to deliver and operate an EOSC Service.,,,V1.0,CC-BY 4.0,EOSCpilot ,https://eoscpilot.eu/eosc-glossary
fairsem:63,EOSC Service Portfolio,,,"the internal list of EOSC Services including those in preparation, live and discontinued. The development of this list is controlled by the EOSC Service Portfolio Management Committee.","According to FitSM, a Service Portfolio is an ""Internal list that details all the services offered by a service provider, including those in preparation, live and discontinued"". This is expected to be a key component enacting the definition of the overall offering the EOSC System is focusing on, e.g. to define new services to be delivered as well as services that are going to be dismissed. For EOSC Services offered by EOSC Service Providers to EOSC System End Users, the scope of responsibility of the EOSC Service Portfolio Management is mainly to ensure the verification of the compliance with the EOSC Rules of Participation and that the service correctly integrates into the EOSC System. The EOSC Service Provider retains full control of the functional evolution of the service in accordance to users’ needs. For EOSC Services offered by EOSC Service Providers to enable the EOSC System, the EOSC Service Portfolio Management can retain a higher level of control on the planning, design and release of those services.",,V1.0,CC-BY 4.0,EOSCpilot ,https://eoscpilot.eu/eosc-glossary
fairsem:64,EOSC Service Portfolio Management,,,the process performed by the EOSC Service Portfolio Management Committee to drive the development of the EOSC Service Portfolio.,,,V1.0,CC-BY 4.0,EOSCpilot ,https://eoscpilot.eu/eosc-glossary
fairsem:65,EOSC Service Portfolio Management Committee,,,the body of the EOSC Governance responsible for the definition and development of the EOSC Service Portfolio.,,,V1.0,CC-BY 4.0,EOSCpilot ,https://eoscpilot.eu/eosc-glossary
fairsem:66,EOSC Service Provider,,,an EOSC System Manager managing and delivering an EOSC Service.,"According to FitSM, a Service Provider is defined as an ""Organisation or federation (or part of an organisation or federation) that manages and delivers a service or services to customers"". An EOSC Service Provider is a FitSM Service Provider called to manage and deliver an EOSC Service.",,V1.0,CC-BY 4.0,EOSCpilot ,https://eoscpilot.eu/eosc-glossary
fairsem:67,EOSC Service Registry,,,an EOSC Service providing EOSC System Users with a list of live / ready-to-use descriptions of EOSC Services offered by the EOSC System. The list includes (a subset of) the entries in the EOSC Service Catalogue as well as any other service worth being discoverable via the service instance.,"This is a specialization of the EOSC Resource Registry. Many EOSC Service Registry instances may exist, each tailored to serve the needs of a designated community. At least one overall EOSC Service Registry is likely to be operated to list the entire EOSC offering. Moreover, every EOSC Service Registry is likely to be built / populated by relying on EOSC Service Component(s) including thematic catalogues, registries and repositories. Every entry of an EOSC Service Registry must give relevant information (aka metadata) on the listed services thus to enact its informed discovery and use, e.g. a description of service intent and scope, a description on how to access it, a description of the license governing its usage.",,V1.0,CC-BY 4.0,EOSCpilot ,https://eoscpilot.eu/eosc-glossary
fairsem:68,EOSC Stakeholders Forum,,,The EOSC Governance component gathering the broadest community of EOSC stakeholders to collect advises and inputs on EOSC implementation.,,,V1.0,CC-BY 4.0,EOSCpilot ,https://eoscpilot.eu/eosc-glossary
fairsem:69,EOSC Supplier,,,"an EOSC System User responsible for the provisioning of one or more EOSC Service Component(s) enacting an EOSC Service within the EOSC System. It is further specialised in the following sub-roles: EOSC Service Component Supplier, Data Service Supplier, and EOSC Service Developer.",,,V1.0,CC-BY 4.0,EOSCpilot ,https://eoscpilot.eu/eosc-glossary
fairsem:70,EOSC System,,,"the IT system implementing EOSC. Such a system is called to put in place the policies, procedures and technical solutions needed to enact the delivery of the EOSC Services in accordance with the EOSC Governance guidelines.","Such a system is not a monolithic, stand-alone and centralised IT system. Rather the EOSC System is designed and developed to be a system of systems distributed across EOSC Nodes.",,V1.0,CC-BY 4.0,EOSCpilot ,https://eoscpilot.eu/eosc-glossary
fairsem:71,EOSC System Manager,,,"an EOSC System User when taking care of the management of the EOSC System. It is further specialised in the following sub-roles: EOSC System Owner, EOSC System Top Manager, and EOSC Service Provider.",,,V1.0,CC-BY 4.0,EOSCpilot ,https://eoscpilot.eu/eosc-glossary
fairsem:72,EOSC System Owner,,,"an EOSC System Manager accountable for the establishment and maintenance of the EOSC System. Because of the key nature of this role, it is expected to have many actors playing it thus forming a committee (EOSC System Steering Committee). By liaising with the rest of EOSC System Managers (namely those playing the roles of EOSC System Top Managers and EOSC Service Providers) this role steers the EOSC System by setting the key goals and directions. Its tasks include the development of the EOSC Service Portfolio (in close cooperation with the EOSC Service Portfolio Management Committee).",,,V1.0,CC-BY 4.0,EOSCpilot ,https://eoscpilot.eu/eosc-glossary
fairsem:73,EOSC System Executive Committee,,,a committee of the EOSC Governance comprising EOSC System Top Managers. This committee guarantees that the EOSC System is behaving according to its established goal and directions.,,,V1.0,CC-BY 4.0,EOSCpilot ,https://eoscpilot.eu/eosc-glossary
fairsem:74,EOSC System Steering Committee,,,a committee of the EOSC Governance comprising EOSC System Owners. This committee steers the EOSC System by setting the key goals and directions. Its tasks include overseeing the development of the EOSC Service Portfolio in cooperation with the EOSC Service Portfolio Management Committee.,,,V1.0,CC-BY 4.0,EOSCpilot ,https://eoscpilot.eu/eosc-glossary
fairsem:75,EOSC System Top Manager,,,"an EOSC System Manager accountable for the overall operation of the EOSC System. Because of the key nature of this role, it is expected to have many actors playing it thus forming a committee (EOSC System Executive Committee). By liaising with the rest of EOSC System Managers (namely EOSC System Owners and EOSC Service Providers) actors playing this role are called to put in place actions guaranteeing that the EOSC System is behaving according to the goal and directions established by the EOSC System Owners.",,,V1.0,CC-BY 4.0,EOSCpilot ,https://eoscpilot.eu/eosc-glossary
fairsem:76,EOSC System User,,,"the role played by every actor (human or machine) exploiting the EOSC System according to the EOSC Policy. An EOSC System User might be further specialised in roles including EOSC End-users, EOSC Suppliers, and EOSC System Managers.",,,V1.0,CC-BY 4.0,EOSCpilot ,https://eoscpilot.eu/eosc-glossary
fairsem:77,Third-party Service Provider,,,an EOSC End-user willing to develop and operate a service by relying on one or more EOSC Services.,,,V1.0,CC-BY 4.0,EOSCpilot ,https://eoscpilot.eu/eosc-glossary
fairsem:78,Underpinning Agreement,,,"a documented agreement between an EOSC Service Provider and an EOSC Supplier that specifies the underpinning EOSC Service Component(s) to be provided by the EOSC Supplier, together with the related service targets.","According to FitSM, the Underpinning Agreement is a ""documented agreement between a service provider and an external supplier that specifies the underpinning service(s) or service component(s) to be provided by the supplier, together with the related service targets"". This is a key agreement enacting the EOSC Service Provider to operate its EOSC Services by counting on a well defined conditions guaranteeing the provisioning of the EOSC Service Component(s).",,V1.0,CC-BY 4.0,EOSCpilot ,https://eoscpilot.eu/eosc-glossary
fairsem:79,Accessibility of information,,,Property of information being accessible and usable by an authorized party,,,V2.4,CC-BY 4.0,EOSC hub,https://confluence.egi.eu/display/EOSC/EOSC+hub+Glossary
